Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
9,"Sonia Haiduc, Andrian Marcus","On the Effect of the Query in IR-based Concept Location",2011,"2011 IEEE 19th International Conference on Program Comprehension","IEEE","http://dx.doi.org/10.1109/icpc.2011.48","",11,"2018-11-02","proceedings-article","10.1109/icpc.2011.48","","http://xplorestaging.ieee.org/ielx5/5968117/5970145/05970170.pdf?arnumber=5970170",,,,,9,1.29,5,2,7
0,"Anita B. Dombale, Suhas M. Patil","Personalized mobile search with query pattern and location pattern",2016,"2016 International Conference on Computing Communication Control and automation (ICCUBEA)","IEEE","http://dx.doi.org/10.1109/iccubea.2016.7860003","",12,"2018-11-02","proceedings-article","10.1109/iccubea.2016.7860003","","http://xplorestaging.ieee.org/ielx7/7856390/7859963/07860003.pdf?arnumber=7860003",,,,,0,0.00,0,2,2
0,"Junlan Feng","Location-aware query parsing for mobile voice search",2011,"2011 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","IEEE","http://dx.doi.org/10.1109/icassp.2011.5947661","",13,"2018-11-02","proceedings-article","10.1109/icassp.2011.5947661","","http://xplorestaging.ieee.org/ielx5/5916934/5946226/05947661.pdf?arnumber=5947661",,,,,0,0.00,0,1,7
37,"Xiang-Yang Li, Taeho Jung","Search me if you can: Privacy-preserving location query service",2013,"2013 Proceedings IEEE INFOCOM","IEEE","http://dx.doi.org/10.1109/infcom.2013.6567085","",14,"2018-11-02","proceedings-article","10.1109/infcom.2013.6567085","","http://xplorestaging.ieee.org/ielx7/6556116/6566708/06567085.pdf?arnumber=6567085",,,,,37,7.40,19,2,5
0,"Matthew Beard","Extending Bug Localization Using Information Retrieval and Code Clone Location Techniques",2011,"2011 18th Working Conference on Reverse Engineering","IEEE","http://dx.doi.org/10.1109/wcre.2011.61","",15,"2018-11-02","proceedings-article","10.1109/wcre.2011.61","","http://xplorestaging.ieee.org/ielx5/6079163/6079519/06079872.pdf?arnumber=6079872",,,,,0,0.00,0,1,7
1,"Yang Du","Privacy-Aware RNN Query Processing on Location-Based Services",2007,"2007 International Conference on Mobile Data Management","Conference and Custom Publishing","http://dx.doi.org/10.1109/mdm.2007.53","",16,"2018-11-02","proceedings-article","10.1109/mdm.2007.53","","http://xplorestaging.ieee.org/ielx5/4417106/4417107/04417160.pdf?arnumber=4417160",,,,,1,0.09,1,1,11
3,"Qin Zhang, Loukas Lazos","Collusion-resistant query anonymization for location-based services",2014,"2014 IEEE International Conference on Communications (ICC)","IEEE","http://dx.doi.org/10.1109/icc.2014.6883412","",17,"2018-11-02","proceedings-article","10.1109/icc.2014.6883412","","http://xplorestaging.ieee.org/ielx7/6878057/6883277/06883412.pdf?arnumber=6883412",,,,,3,0.75,2,2,4
0,"Daniel Strickman, Stephen P. Frances, Mustapha Debboun","Location, Location, Location",2009,"Prevention of Bug Bites, Stings, and Disease","Oxford University Press","http://dx.doi.org/10.1093/acprof:oso/9780195365771.003.0002","",18,"2018-11-02","book-chapter","10.1093/acprof:oso/9780195365771.003.0002","","",,,21,44,0,0.00,0,3,9
0,"Carola Carstens, Dorothea Mildner","Query Reformulation Behavior in an Interactive Query Expansion Environment",2011,"Datenbank-Spektrum","Springer Nature","http://dx.doi.org/10.1007/s13222-011-0069-z","",19,"2018-11-02","journal-article","10.1007/s13222-011-0069-z","1618-2162","http://www.springerlink.com/index/pdf/10.1007/s13222-011-0069-z",11,3,161,172,0,0.00,0,2,7
3,"James E. Wyse","Location-Aware Query Resolution for Location-Based Mobile Commerce",2006,"Journal of Database Management","IGI Global","http://dx.doi.org/10.4018/jdm.2006070103","",20,"2018-11-02","journal-article","10.4018/jdm.2006070103","1063-8016","https://www.igi-global.com/viewtitle.aspx?TitleId=3357",17,3,41,65,3,0.25,3,1,12
0,"Yuhang Wang, Hongli Zhang, Shen Su, Zhihong Tian","A Location Privacy-Aware Method for kNN Query in Location Based Services",2018,"2018 IEEE Third International Conference on Data Science in Cyberspace (DSC)","IEEE","http://dx.doi.org/10.1109/dsc.2018.00086","",21,"2018-11-02","proceedings-article","10.1109/dsc.2018.00086","","http://xplorestaging.ieee.org/ielx7/8411555/8411822/08411907.pdf?arnumber=8411907",,,,,0,0.00,0,4,1
0,"Bing-liang LU, Yi-bo MEI, Na LIU","Cache replacement method based on lowest access cost for location dependent query",2011,"Journal of Computer Applications","China Science Publishing & Media Ltd.","http://dx.doi.org/10.3724/sp.j.1087.2011.00690","",22,"2018-11-02","journal-article","10.3724/sp.j.1087.2011.00690","1001-9081","",31,3,690,693,0,0.00,0,3,7
0,"Raúl Lapeña, Jaime Font, Francisca Pérez, Carlos Cetina","Improving feature location by transforming the query from natural language into requirements",2016,"Proceedings of the 20th International Systems and Software Product Line Conference on - SPLC '16","ACM Press","http://dx.doi.org/10.1145/2934466.2962732","",23,"2018-11-02","proceedings-article","10.1145/2934466.2962732","","http://dl.acm.org/ft_gateway.cfm?id=2962732&amp;ftid=1795860&amp;dwn=1",,,,,0,0.00,0,4,2
0,"Yunhao Liu, Zheng Yang","Location Privacy",2010,"Location, Localization, and Localizability","Springer New York","http://dx.doi.org/10.1007/978-1-4419-7371-9_9","",24,"2018-11-02","book-chapter","10.1007/978-1-4419-7371-9_9","","http://link.springer.com/content/pdf/10.1007/978-1-4419-7371-9_9",,,131,145,0,0.00,0,2,8
97,"Man Lung Yiu, Christian S. Jensen, Xuegang Huang, Hua Lu","SpaceTwist: Managing the Trade-Offs Among Location Privacy, Query Performance, and Query Accuracy in Mobile Services",2008,"2008 IEEE 24th International Conference on Data Engineering","IEEE","http://dx.doi.org/10.1109/icde.2008.4497445","",25,"2018-11-02","proceedings-article","10.1109/icde.2008.4497445","","http://xplorestaging.ieee.org/ielx5/4492792/4497384/04497445.pdf?arnumber=4497445",,,,,97,9.70,24,4,10
24,"Rinku Dewri, Indrakshi Ray, Indrajit Ray, Darrell Whitley","Query m-Invariance: Preventing Query Disclosures in Continuous Location-Based Services",2010,"2010 Eleventh International Conference on Mobile Data Management","IEEE","http://dx.doi.org/10.1109/mdm.2010.52","",26,"2018-11-02","proceedings-article","10.1109/mdm.2010.52","","http://xplorestaging.ieee.org/ielx5/5488976/5489227/05489619.pdf?arnumber=5489619",,,,,24,3.00,6,4,8
11,"Csaba Nagy, Loup Meurice, Anthony Cleve","Where was this SQL query executed? a static concept location approach",2015,"2015 IEEE 22nd International Conference on Software Analysis, Evolution, and Reengineering (SANER)","IEEE","http://dx.doi.org/10.1109/saner.2015.7081881","",27,"2018-11-02","proceedings-article","10.1109/saner.2015.7081881","","http://xplorestaging.ieee.org/ielx7/7066219/7081802/07081881.pdf?arnumber=7081881",,,,,11,3.67,4,3,3
4,"Sonia Haiduc","Automatically detecting the quality of the query and its implications in IR-based concept location",2011,"2011 26th IEEE/ACM International Conference on Automated Software Engineering (ASE 2011)","IEEE","http://dx.doi.org/10.1109/ase.2011.6100144","",28,"2018-11-02","proceedings-article","10.1109/ase.2011.6100144","","http://xplorestaging.ieee.org/ielx5/6093623/6100039/06100144.pdf?arnumber=6100144",,,,,4,0.57,4,1,7
14,"Felix X. Yu, Rongrong Ji, Shih-Fu Chang","Active query sensing for mobile location search",2011,"Proceedings of the 19th ACM international conference on Multimedia - MM '11","ACM Press","http://dx.doi.org/10.1145/2072298.2072301","",29,"2018-11-02","proceedings-article","10.1145/2072298.2072301","","http://dl.acm.org/ft_gateway.cfm?id=2072301&amp;ftid=1060757&amp;dwn=1",,,,,14,2.00,5,3,7
0,"Felix X. Yu, Rongrong Ji, Tongtao Zhang, Shih-Fu Chang","A mobile location search system with active query sensing",2011,"Proceedings of the 19th ACM international conference on Multimedia - MM '11","ACM Press","http://dx.doi.org/10.1145/2072298.2072468","",30,"2018-11-02","proceedings-article","10.1145/2072298.2072468","","http://dl.acm.org/ft_gateway.cfm?id=2072468&amp;ftid=1060897&amp;dwn=1",,,,,0,0.00,0,4,7
0,"Azin Ashkan, Charles L. A. Clarke","Location- and Query-Aware Modeling of Browsing and Click Behavior in Sponsored Search",2014,"ACM Transactions on Intelligent Systems and Technology","Association for Computing Machinery (ACM)","http://dx.doi.org/10.1145/2534398","",31,"2018-11-02","journal-article","10.1145/2534398","2157-6904","http://dl.acm.org/ft_gateway.cfm?id=2534398&amp;ftid=1524081&amp;dwn=1",5,4,1,31,0,0.00,0,2,4
2,"Zhipeng Huang, Nikos Mamoulis","Location-Aware Query Recommendation for Search Engines at Scale",2017,"Advances in Spatial and Temporal Databases","Springer International Publishing","http://dx.doi.org/10.1007/978-3-319-64367-0_11","",32,"2018-11-02","book-chapter","10.1007/978-3-319-64367-0_11","0302-9743","http://link.springer.com/content/pdf/10.1007/978-3-319-64367-0_11",,,203,220,2,2.00,1,2,1
0,"Parimala S .","EFFICIENT WAY OF USER SEARCH LOCATION IN QUERY PROCESSING",2014,"International Journal of Research in Engineering and Technology","eSAT Publishing House","http://dx.doi.org/10.15623/ijret.2014.0319101","",33,"2018-11-02","journal-article","10.15623/ijret.2014.0319101","2321-7308","http://esatjournals.net/ijret/2014v03/i19/IJRET20140319101.pdf",3,19,564,567,0,0.00,0,1,4
0,"Shouwu He, Longxian Chu, Xiaoying Li","Spatial query processing for location based application on Hbase",2017,"2017 IEEE 2nd International Conference on Big Data Analysis (ICBDA)(","IEEE","http://dx.doi.org/10.1109/icbda.2017.8078787","",34,"2018-11-02","proceedings-article","10.1109/icbda.2017.8078787","","http://xplorestaging.ieee.org/ielx7/8053962/8078675/08078787.pdf?arnumber=8078787",,,,,0,0.00,0,3,1
0,"Megha R. Sisode, Ujwala M. Patil","Incorporating users location into snippet based Query recommendation system",2015,"2015 International Conference on Pervasive Computing (ICPC)","IEEE","http://dx.doi.org/10.1109/pervasive.2015.7087079","",35,"2018-11-02","proceedings-article","10.1109/pervasive.2015.7087079","","http://xplorestaging.ieee.org/ielx7/7063888/7086957/07087079.pdf?arnumber=7087079",,,,,0,0.00,0,2,3
0,"Vikram Singla, Deepak Garg","Finding nearest facility location with open box query using Geohashing and MapReduce",2014,"2014 IEEE International Advance Computing Conference (IACC)","IEEE","http://dx.doi.org/10.1109/iadcc.2014.6779400","",36,"2018-11-02","proceedings-article","10.1109/iadcc.2014.6779400","","http://xplorestaging.ieee.org/ielx7/6767436/6779283/06779400.pdf?arnumber=6779400",,,,,0,0.00,0,2,4
0,"Margaret Dunham, Ayse Yasemin Seydim","Location-Dependent Query Processing in Mobile Computing",2004,"Mobile Computing Handbook","CRC Press","http://dx.doi.org/10.1201/9780203504086.ch11","",37,"2018-11-02","book-chapter","10.1201/9780203504086.ch11","","http://www.crcnetbase.com/doi/pdf/10.1201/9780203504086.ch11",,,,,0,0.00,0,2,14
4,"Martin Werner, Moritz Kessel","Organisation of Indoor Navigation data from a data query perspective",2010,"2010 Ubiquitous Positioning Indoor Navigation and Location Based Service","IEEE","http://dx.doi.org/10.1109/upinlbs.2010.5653981","",38,"2018-11-02","proceedings-article","10.1109/upinlbs.2010.5653981","","http://xplorestaging.ieee.org/ielx5/5640100/5648783/05653981.pdf?arnumber=5653981",,,,,4,0.50,2,2,8
2,"Jyoti Singh, Renuka Agrawal","Energy efficient processing of location based query in Wireless Sensor Networks",2008,"2008 16th IEEE International Conference on Networks","IEEE","http://dx.doi.org/10.1109/icon.2008.4772648","",39,"2018-11-02","proceedings-article","10.1109/icon.2008.4772648","","http://xplorestaging.ieee.org/ielx5/4760205/4772559/04772648.pdf?arnumber=4772648",,,,,2,0.20,1,2,10
7,"Xing Gao, Ali R. Hurson","Location dependent query proxy",2005,"Proceedings of the 2005 ACM symposium on Applied computing  - SAC '05","ACM Press","http://dx.doi.org/10.1145/1066677.1066931","",40,"2018-11-02","proceedings-article","10.1145/1066677.1066931","","http://dl.acm.org/ft_gateway.cfm?id=1066931&amp;ftid=311994&amp;dwn=1",,,,,7,0.54,4,2,13
11,"Rui Zhang, Yanchao Zhang, Chi Zhang","Secure top-k query processing via untrusted location-based service providers",2012,"2012 Proceedings IEEE INFOCOM","IEEE","http://dx.doi.org/10.1109/infcom.2012.6195476","",41,"2018-11-02","proceedings-article","10.1109/infcom.2012.6195476","","http://xplorestaging.ieee.org/ielx5/6189419/6195452/06195476.pdf?arnumber=6195476",,,,,11,1.83,4,3,6
1,"S. Ishihara, T. Suda","Replica Arrangement Scheme for Location Dependent Information on Sensor Networks with Unpredictable Query Frequency",2009,"2009 IEEE International Conference on Communications","IEEE","http://dx.doi.org/10.1109/icc.2009.5199409","",42,"2018-11-02","proceedings-article","10.1109/icc.2009.5199409","","http://xplorestaging.ieee.org/ielx5/5198563/5198564/05199409.pdf?arnumber=5199409",,,,,1,0.11,1,2,9
0,"Sangita Shrikrush Rase, Srinu Dharavath","Location based data authentication by using special query with extended Voronoi neighbors",2015,"2015 IEEE International Advance Computing Conference (IACC)","IEEE","http://dx.doi.org/10.1109/iadcc.2015.7154722","",43,"2018-11-02","proceedings-article","10.1109/iadcc.2015.7154722","","http://xplorestaging.ieee.org/ielx7/7140196/7154658/07154722.pdf?arnumber=7154722",,,,,0,0.00,0,2,3
0,"","Location-Based R-Tree and Grid-Index for Nearest Neighbor Query Processing",2015,"March 29-30, 2015 Singapore","Universal Researchers","http://dx.doi.org/10.17758/ur.u0315241","",44,"2018-11-02","proceedings-article","10.17758/ur.u0315241","","",,,,,0,0.00,0,0,3
0,"Utharn Buranasaksee","Optimization of textual attribute support in generic location-aware rank query",2016,"2016 2nd IEEE International Conference on Computer and Communications (ICCC)","IEEE","http://dx.doi.org/10.1109/compcomm.2016.7924896","",45,"2018-11-02","proceedings-article","10.1109/compcomm.2016.7924896","","http://xplorestaging.ieee.org/ielx7/7916867/7924647/07924896.pdf?arnumber=7924896",,,,,0,0.00,0,1,2
0,"C. Rajeswari, N. Chandrasekaran","Query Processing with Respect to Location in Wireless Broadcasting",2012,"International Journal of Future Computer and Communication","EJournal Publishing","http://dx.doi.org/10.7763/ijfcc.2012.v1.73","",46,"2018-11-02","journal-article","10.7763/ijfcc.2012.v1.73","2010-3751","",,,273,276,0,0.00,0,2,6
0,"Charles Asanya, Ratan Guha","Space partitioning for privacy in location-based services continuous nearest neighbor query",2015,"2015 IEEE 24th International Symposium on Industrial Electronics (ISIE)","IEEE","http://dx.doi.org/10.1109/isie.2015.7281679","",47,"2018-11-02","proceedings-article","10.1109/isie.2015.7281679","","http://xplorestaging.ieee.org/ielx7/7268961/7281431/07281679.pdf?arnumber=7281679",,,,,0,0.00,0,2,3
1,"Qinglei Kong, Rongxing Lu, Maode Ma, Haiyong Bao","Achieve Location Privacy-Preserving Range Query in Vehicular Sensing",2017,"Sensors","MDPI AG","http://dx.doi.org/10.3390/s17081829","",48,"2018-11-02","journal-article","10.3390/s17081829","1424-8220","http://www.mdpi.com/1424-8220/17/8/1829/pdf",17,8,1829,1829,1,1.00,0,4,1
1,"Sudarat Yawutthi, Juggapong Natwichai","An Efficient Indexing for Top-k Query Answering in Location-Based Recommendation System",2014,"2014 International Conference on Information Science & Applications (ICISA)","IEEE","http://dx.doi.org/10.1109/icisa.2014.6847356","",49,"2018-11-02","proceedings-article","10.1109/icisa.2014.6847356","","http://xplorestaging.ieee.org/ielx7/6845033/6847317/06847356.pdf?arnumber=6847356",,,,,1,0.25,1,2,4
2,"Daniel-Octavian Rizea, D. Tudose, A. Olteanu, N. Tapus","Adaptive query algorithm for location oriented applications",2013,"2013 11th RoEduNet International Conference","IEEE","http://dx.doi.org/10.1109/roedunet.2013.6511725","",50,"2018-11-02","proceedings-article","10.1109/roedunet.2013.6511725","","http://xplorestaging.ieee.org/ielx7/6507378/6511719/06511725.pdf?arnumber=6511725",,,,,2,0.40,1,4,5
20,"Jianzhong Qi, Rui Zhang, Lars Kulik, Dan Lin, Yuan Xue","The Min-dist Location Selection Query",2012,"2012 IEEE 28th International Conference on Data Engineering","IEEE","http://dx.doi.org/10.1109/icde.2012.45","",51,"2018-11-02","proceedings-article","10.1109/icde.2012.45","","http://xplorestaging.ieee.org/ielx5/6226952/6228063/06228098.pdf?arnumber=6228098",,,,,20,3.33,4,5,6
1,"Fang Du, Yu Jiao, Evens Jean, Ali R. Hurson","Cooperative Caching on Location Aware Query Proxy",2008,"2008 International Conference on Computer Science and Software Engineering","IEEE","http://dx.doi.org/10.1109/csse.2008.396","",52,"2018-11-02","proceedings-article","10.1109/csse.2008.396","","http://xplorestaging.ieee.org/ielx5/4721667/4722542/04722685.pdf?arnumber=4722685",,,,,1,0.10,0,4,10
0,"Jesse Weaver, Qi Han, Archan Misra","Building the Case for Dynamic Location Query Processing",2016,"2016 17th IEEE International Conference on Mobile Data Management (MDM)","IEEE","http://dx.doi.org/10.1109/mdm.2016.20","",53,"2018-11-02","proceedings-article","10.1109/mdm.2016.20","","http://xplorestaging.ieee.org/ielx7/7517494/7517753/07517777.pdf?arnumber=7517777",,,,,0,0.00,0,3,2
1,"Shuyao Qi, Dingming Wu, Nikos Mamoulis","Location aware keyword query suggestion based on document proximity",2016,"2016 IEEE 32nd International Conference on Data Engineering (ICDE)","IEEE","http://dx.doi.org/10.1109/icde.2016.7498428","",54,"2018-11-02","proceedings-article","10.1109/icde.2016.7498428","","http://xplorestaging.ieee.org/ielx7/7491900/7498210/07498428.pdf?arnumber=7498428",,,,,1,0.50,0,3,2
0,"Tran Khanh Dang, Chan Nam Ngo","Location Privacy-Aware Nearest-Neighbor Query with Complex Cloaked Regions",2015,"Polibits","Centro de Innovacion y Desarrollo Tecnologico en Computo","http://dx.doi.org/10.17562/pb-52-6","",55,"2018-11-02","journal-article","10.17562/pb-52-6","2395-8618","",52,,51,65,0,0.00,0,2,3
0,"","A Framework for Measuring Query Privacy in Location-based Service",2015,"KSII Transactions on Internet and Information Systems","Korean Society for Internet Information (KSII)","http://dx.doi.org/10.3837/tiis.2015.05.009","",56,"2018-11-02","journal-article","10.3837/tiis.2015.05.009","1976-7277","",9,5,,,0,0.00,0,0,3
5,"Shijun Yu, Stefano Spaccapietra","A knowledge infrastructure for intelligent query answering in location-based services",2010,"GeoInformatica","Springer Nature","http://dx.doi.org/10.1007/s10707-010-0105-4","",57,"2018-11-02","journal-article","10.1007/s10707-010-0105-4","1384-6175","http://www.springerlink.com/index/pdf/10.1007/s10707-010-0105-4",14,3,379,404,5,0.63,3,2,8
6,"Huiping Cao, Shan Wang, Lingwei Li","Location dependent query in a mobile environment",2003,"Information Sciences","Elsevier BV","http://dx.doi.org/10.1016/s0020-0255(03)00035-5","",58,"2018-11-02","journal-article","10.1016/s0020-0255(03)00035-5","0020-0255","http://api.elsevier.com/content/article/PII:S0020025503000355?httpAccept=text/xml",154,1,71,83,6,0.40,2,3,15
0,"Yingyuan Xiao, Kevin Lu, Huafeng Deng","Location-Dependent Skyline Query Processing in Mobile Databases",2010,"2010 Seventh Web Information Systems and Applications Conference","IEEE","http://dx.doi.org/10.1109/wisa.2010.37","",59,"2018-11-02","proceedings-article","10.1109/wisa.2010.37","","http://xplorestaging.ieee.org/ielx5/5581107/5581301/05581385.pdf?arnumber=5581385",,,,,0,0.00,0,3,8
6,"Mohamed F. Mokbel, Walid G. Aref","Location-Aware Query Processing and Optimization",2007,"2007 International Conference on Mobile Data Management","Conference and Custom Publishing","http://dx.doi.org/10.1109/mdm.2007.46","",60,"2018-11-02","proceedings-article","10.1109/mdm.2007.46","","http://xplorestaging.ieee.org/ielx5/4417106/4417107/04417153.pdf?arnumber=4417153",,,,,6,0.55,3,2,11
1,"Zhengdao Xu, Hans-Arno Jacobsen","Expressive Location-Based Continuous Query Evaluation with Binary Decision Diagrams",2009,"2009 IEEE 25th International Conference on Data Engineering","IEEE","http://dx.doi.org/10.1109/icde.2009.189","",61,"2018-11-02","proceedings-article","10.1109/icde.2009.189","1084-4627","http://xplorestaging.ieee.org/ielx5/4812371/4812372/04812489.pdf?arnumber=4812489",,,,,1,0.11,1,2,9
28,"Fuyu Liu, Kien A. Hua, Ying Cai","Query l-diversity in Location-Based Services",2009,"2009 Tenth International Conference on Mobile Data Management: Systems, Services and Middleware","IEEE","http://dx.doi.org/10.1109/mdm.2009.72","",62,"2018-11-02","proceedings-article","10.1109/mdm.2009.72","","http://xplorestaging.ieee.org/ielx5/5088898/5088899/05088984.pdf?arnumber=5088984",,,,,28,3.11,9,3,9
2,"Wei Li, Guangye Li, Chunlei Liu","Query-Aware Anonymization in Location-Based Service",2011,"2011 Seventh International Conference on Computational Intelligence and Security","IEEE","http://dx.doi.org/10.1109/cis.2011.168","",63,"2018-11-02","proceedings-article","10.1109/cis.2011.168","","http://xplorestaging.ieee.org/ielx5/6126162/6128049/06128224.pdf?arnumber=6128224",,,,,2,0.29,1,3,7
2,"Diya Thomas","Location Dependent Query Processing in Mobile Environment",2012,"2012 International Conference on Advances in Computing and Communications","IEEE","http://dx.doi.org/10.1109/icacc.2012.9","",64,"2018-11-02","proceedings-article","10.1109/icacc.2012.9","","http://xplorestaging.ieee.org/ielx5/6305052/6305512/06305549.pdf?arnumber=6305549",,,,,2,0.33,2,1,6
1,"Chunbin Lin, Jianguo Wang, Jiaheng Lu","Location-sensitive Query Auto-completion",2017,"Proceedings of the 26th International Conference on World Wide Web Companion  - WWW '17 Companion","ACM Press","http://dx.doi.org/10.1145/3041021.3054205","",65,"2018-11-02","proceedings-article","10.1145/3041021.3054205","","http://dl.acm.org/ft_gateway.cfm?id=3054205&ftid=1865187&dwn=1",,,,,1,1.00,0,3,1
9,"Xihui Chen, Jun Pang","Protecting query privacy in location-based services",2013,"GeoInformatica","Springer Nature","http://dx.doi.org/10.1007/s10707-013-0192-0","",66,"2018-11-02","journal-article","10.1007/s10707-013-0192-0","1384-6175","http://link.springer.com/content/pdf/10.1007/s10707-013-0192-0",18,1,95,133,9,1.80,5,2,5
1,"Jiajun Xin, Ming Li, Changqing Luo, Pan Li","Privacy-Preserving Spectrum Query with Location Proofs in Database-Driven CRNs",2016,"2016 IEEE Global Communications Conference (GLOBECOM)","IEEE","http://dx.doi.org/10.1109/glocom.2016.7842174","",67,"2018-11-02","proceedings-article","10.1109/glocom.2016.7842174","","http://xplorestaging.ieee.org/ielx7/7840067/7841475/07842174.pdf?arnumber=7842174",,,,,1,0.50,0,4,2
7,"Hans-Erich Kottkamp, Olaf Zukunft","Location-aware query processing in mobile database systems",1998,"Proceedings of the 1998 ACM symposium on Applied Computing  - SAC '98","ACM Press","http://dx.doi.org/10.1145/330560.330850","",68,"2018-11-02","proceedings-article","10.1145/330560.330850","","http://dl.acm.org/ft_gateway.cfm?id=330850&amp;ftid=1371&amp;dwn=1",,,,,7,0.35,4,2,20
47,"Aniket Pingley, Nan Zhang, Xinwen Fu, Hyeong-Ah Choi, Suresh Subramaniam, Wei Zhao","Protection of query privacy for continuous location based services",2011,"2011 Proceedings IEEE INFOCOM","IEEE","http://dx.doi.org/10.1109/infcom.2011.5934968","",69,"2018-11-02","proceedings-article","10.1109/infcom.2011.5934968","","http://xplorestaging.ieee.org/ielx5/5888673/5934870/05934968.pdf?arnumber=5934968",,,,,47,6.71,8,6,7
6,"Kwangjin Park","Location-based grid-index for spatial query processing",2014,"Expert Systems with Applications","Elsevier BV","http://dx.doi.org/10.1016/j.eswa.2013.08.027","",70,"2018-11-02","journal-article","10.1016/j.eswa.2013.08.027","0957-4174","https://api.elsevier.com/content/article/PII:S0957417413006398?httpAccept=text/xml",41,4,1294,1300,6,1.50,6,1,4
