Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
0,"JM Wozniak, P Brenner, S Chatterjee, D Thain…","GEMS: User Control for Cooperative Scientific Repositories",2011,"Grid Computing","Springer","https://link.springer.com/chapter/10.1007/978-0-85729-676-4_3","",158,"2018-11-02","","","","",,,,,0,0.00,0,5,7
2,"T Diamantopoulos, A Symeonidis","Localizing Software Bugs using the Edit Distance of Call Traces",2014,"International Journal on …","issel.ee.auth.gr","https://issel.ee.auth.gr/wp-content/uploads/2017/01/Localizing-Software-Bugs-using-the-Edit-Distance-of-Call-Traces.pdf","https://scholar.google.com/scholar?cites=17819912889499245783&as_sdt=2005&sciodt=0,5&hl=en",159,"2018-11-02","PDF","","","",,,,,2,0.50,1,2,4
1431,"NK Denzin","Symbolic interactionism and cultural studies: The politics of interpretation",2008,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=EgDM_zn7EZYC&oi=fnd&pg=PP2&dq=%22(%22query+reformulation%22+)+++AND+++(++%22bug+localization%22++OR++%22concept+location%22++OR++%22feature+location%22++OR++%22concern+location%22++OR++%22code+search%22+++)%22&ots=llt8VRRDm1&sig=r1kmxm4DOM_ldk9rmv9BaDIExGc","https://scholar.google.com/scholar?cites=8934904456339031011&as_sdt=2005&sciodt=0,5&hl=en",160,"2018-11-02","BOOK","","","",,,,,1431,143.10,1431,1,10
300,"EB Weininger","Foundations of Pierre Bourdieu's class analysis",2005,"Approaches to class analysis","books.google.com","https://books.google.com/books?hl=en&lr=&id=GRu3tXAG9i8C&oi=fnd&pg=PA82&dq=%22(%22query+reformulation%22+)+++AND+++(++%22bug+localization%22++OR++%22concept+location%22++OR++%22feature+location%22++OR++%22concern+location%22++OR++%22code+search%22+++)%22&ots=MjbXcjvJs4&sig=tRLybC_FHSYAddhtB0KTSMy2Vc8","https://scholar.google.com/scholar?cites=1150566875399848706&as_sdt=2005&sciodt=0,5&hl=en",161,"2018-11-02","","","","",,,,,300,23.08,300,1,13
4,"J Farman","Foundations of mobile media studies: Essential texts on the formation of a field",2015,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=fmH-CgAAQBAJ&oi=fnd&pg=PP1&dq=%22(%22query+reformulation%22+)+++AND+++(++%22bug+localization%22++OR++%22concept+location%22++OR++%22feature+location%22++OR++%22concern+location%22++OR++%22code+search%22+++)%22&ots=dM-7l1tdSP&sig=tj6DOjgodoDCbjtn92lDvaGRju4","https://scholar.google.com/scholar?cites=5154210858283493193&as_sdt=2005&sciodt=0,5&hl=en",162,"2018-11-02","BOOK","","","",,,,,4,1.33,4,1,3
1,"D Taraborelli","Basic features in vision. An analysis of constraints on perceptually relevant sensory properties.",2005,"","halshs.archives-ouvertes.fr","https://halshs.archives-ouvertes.fr/tel-00350276/","https://scholar.google.com/scholar?cites=11213795126422837269&as_sdt=2005&sciodt=0,5&hl=en",163,"2018-11-02","","","","",,,,,1,0.08,1,1,13
5,"TV Nguyen","Automating program verification and repair using invariant analysis and test input generation",2010,"","digitalrepository.unm.edu","http://digitalrepository.unm.edu/cs_etds/44/","https://scholar.google.com/scholar?cites=6350937162313005908&as_sdt=2005&sciodt=0,5&hl=en",164,"2018-11-02","","","","",,,,,5,0.63,5,1,8
2,"NA Smithwick","Code theory and changing pedagogic discourse",2001,"","tspace.library.utoronto.ca","https://tspace.library.utoronto.ca/bitstream/1807/15502/1/MQ58890.pdf","https://scholar.google.com/scholar?cites=4664255693712011752&as_sdt=2005&sciodt=0,5&hl=en",165,"2018-11-02","PDF","","","",,,,,2,0.12,2,1,17
24,"P Casanova, D Garlan, B Schmerl…","Diagnosing architectural run-time failures",2013,"Proceedings of the 8th …","dl.acm.org","https://dl.acm.org/citation.cfm?id=2487354","https://scholar.google.com/scholar?cites=2269291053983000400&as_sdt=2005&sciodt=0,5&hl=en",166,"2018-11-02","","","","",,,,,24,4.80,6,4,5
877,"T Sider","Writing the Book of the World",2013,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=Y3amAgAAQBAJ&oi=fnd&pg=PP1&dq=%22(%22query+reformulation%22+)+++AND+++(++%22bug+localization%22++OR++%22concept+location%22++OR++%22feature+location%22++OR++%22concern+location%22++OR++%22code+search%22+++)%22&ots=XubbA1UXx1&sig=yhLoBCSyZ41W3dUXJ4TAAkY0o5Y","https://scholar.google.com/scholar?cites=1527336081675109056&as_sdt=2005&sciodt=0,5&hl=en",167,"2018-11-02","BOOK","","","",,,,,877,175.40,877,1,5
7,"TJ Biggerstaff","Automated synchronization of design features in disparate code components using type differencing",2014,"US Patent 8,713,515","Google Patents","https://patents.google.com/patent/US8713515B1/en","https://scholar.google.com/scholar?cites=17073846584945825372&as_sdt=2005&sciodt=0,5&hl=en",168,"2018-11-02","","","","",,,,,7,1.75,7,1,4
0,"SD Klee","DRAFT June 16 Interactive Language-Based Task Library Instruction and Management for Single and Multiple Robots",2015,"","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/8a00/aa87a1442b80a2c02bb3b4fa89db9e7286c7.pdf","",169,"2018-11-02","PDF","","","",,,,,0,0.00,0,1,3
11,"MM Peuramaki-Brown","The integration and disintegration of ancient Maya urban centres: charting households and community at Buenavista del Cayo, Belize",2012,"","prism.ucalgary.ca","https://prism.ucalgary.ca/handle/11023/339","https://scholar.google.com/scholar?cites=9354080281478405724&as_sdt=2005&sciodt=0,5&hl=en",170,"2018-11-02","","","","",,,,,11,1.83,11,1,6
492,"T Kirk, AY Levy","User interface for information retrieval system",1998,"US Patent 5,768,578","Google Patents","https://patents.google.com/patent/US5768578A/en","https://scholar.google.com/scholar?cites=15551655447047243170&as_sdt=2005&sciodt=0,5&hl=en",171,"2018-11-02","","","","",,,,,492,24.60,246,2,20
0,"C van Ingen","GAMBLING ON THE EDGE",2006,"Claiming Space: Racialization in Canadian Cities","books.google.com","https://books.google.com/books?hl=en&lr=&id=4-50CwAAQBAJ&oi=fnd&pg=PA153&dq=%22(%22query+reformulation%22+)+++AND+++(++%22bug+localization%22++OR++%22concept+location%22++OR++%22feature+location%22++OR++%22concern+location%22++OR++%22code+search%22+++)%22&ots=gLfuzxilNV&sig=I9pWM96Cwx-WaYFiH21jUESj0Uc","",172,"2018-11-02","","","","",,,,,0,0.00,0,1,12
237,"MA Alsheikh, S Lin, D Niyato…","Machine learning in wireless sensor networks: Algorithms, strategies, and applications",2014,"… Surveys & Tutorials","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6805162/","https://scholar.google.com/scholar?cites=13120702276497767700&as_sdt=2005&sciodt=0,5&hl=en",173,"2018-11-02","","","","",,,,,237,59.25,59,4,4
1,"M Martinez","Extraction and analysis of knowledge for automatic software repair",2014,"","hal.archives-ouvertes.fr","https://hal.archives-ouvertes.fr/tel-01078911/","https://scholar.google.com/scholar?cites=790634563649265823&as_sdt=2005&sciodt=0,5&hl=en",174,"2018-11-02","","","","",,,,,1,0.25,1,1,4
1,"A Tomović","Implementing Lensless Cameras in Autonomous Robotic Systems",2014,"","repository.stcloudstate.edu","http://repository.stcloudstate.edu/csit_etds/1/","https://scholar.google.com/scholar?cites=5246264515320013928&as_sdt=2005&sciodt=0,5&hl=en",175,"2018-11-02","","","","",,,,,1,0.25,1,1,4
1,"G Wiederhold","Intelligent Integration of Information: A Special Double Issue of the Journal of Intelligent Information Sytems Volume 6, Numbers 2/3 May, 1996",2012,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=kSPSBwAAQBAJ&oi=fnd&pg=PA6&dq=%22(%22query+reformulation%22+)+++AND+++(++%22bug+localization%22++OR++%22concept+location%22++OR++%22feature+location%22++OR++%22concern+location%22++OR++%22code+search%22+++)%22&ots=6Ya213qQrE&sig=wuG0ztOOClH0YtfO9veWBeoyxc8","https://scholar.google.com/scholar?cites=10805822740714109637&as_sdt=2005&sciodt=0,5&hl=en",176,"2018-11-02","BOOK","","","",,,,,1,0.17,1,1,6
0,"M Borja","Automatic software repair of C programs with genetic programming and fix patterns",2015,"","elib.uni-stuttgart.de","http://elib.uni-stuttgart.de/handle/11682/9789","",177,"2018-11-02","","","","",,,,,0,0.00,0,1,3
0,"M Mullinax","It's about being a resident of a place: A case study of practicing civic engagement through community-based art and oral history in Harlan County, Kentucky",2012,"","search.proquest.com","http://search.proquest.com/openview/d088e7d6f59f3fb9c8fc51cc5c5dafbd/1?pq-origsite=gscholar&cbl=18750&diss=y","",178,"2018-11-02","BOOK","","","",,,,,0,0.00,0,1,6
8,"P Bagga, R Hans","Applications of mobile agents in healthcare domain: a literature survey",2015,"International Journal of Grid Distribution …","academia.edu","http://www.academia.edu/download/39769169/IJGDC.pdf","https://scholar.google.com/scholar?cites=5833659657298023905&as_sdt=2005&sciodt=0,5&hl=en",179,"2018-11-02","PDF","","","",,,,,8,2.67,4,2,3
5,"J Hays","Large scale scene matching for graphics and vision",2009,"","search.proquest.com","http://search.proquest.com/openview/78566fcf94eec694077fff51419c1fcb/1?pq-origsite=gscholar&cbl=18750&diss=y","https://scholar.google.com/scholar?cites=3170014094089539722&as_sdt=2005&sciodt=0,5&hl=en",180,"2018-11-02","","","","",,,,,5,0.56,5,1,9
71,"HR Ekbia","Digital artifacts as quasi‐objects: Qualification, mediation, and materiality",2009,"Journal of the American Society for Information …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/asi.21189","https://scholar.google.com/scholar?cites=15672021957796699669&as_sdt=2005&sciodt=0,5&hl=en",181,"2018-11-02","","","","",,,,,71,7.89,71,1,9
14,"A Mahmoud, N Niu","Supporting requirements to code traceability through refactoring",2014,"Requirements Engineering","Springer","https://link.springer.com/article/10.1007/s00766-013-0197-0","https://scholar.google.com/scholar?cites=10345577981780294783&as_sdt=2005&sciodt=0,5&hl=en",182,"2018-11-02","","","","",,,,,14,3.50,7,2,4
277,"M Van Lambalgen, F Hamm","The proper treatment of events",2008,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=k5a-UB7basEC&oi=fnd&pg=PR5&dq=%22(%22query+reformulation%22+)+++AND+++(++%22bug+localization%22++OR++%22concept+location%22++OR++%22feature+location%22++OR++%22concern+location%22++OR++%22code+search%22+++)%22&ots=whsTSv7mJw&sig=8WWV4_iZPB5jCgevGT8kP6g6OSg","https://scholar.google.com/scholar?cites=11106781995386964068&as_sdt=2005&sciodt=0,5&hl=en",183,"2018-11-02","BOOK","","","",,,,,277,27.70,139,2,10
6,"NV Bruno, DK Byron, I Julius Goth…","Machine Learning Model for Level-Based Categorization of Natural Language Parameters",2016,"US Patent App. 14 …","Google Patents","https://patents.google.com/patent/US20160071022A1/en","https://scholar.google.com/scholar?cites=10600345581550459884&as_sdt=2005&sciodt=0,5&hl=en",184,"2018-11-02","","","","",,,,,6,3.00,2,4,2
615,"S Edelman","Representation and recognition in vision",1999,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=g4T-gP7JCXIC&oi=fnd&pg=PR13&dq=%22(%22query+reformulation%22+)+++AND+++(++%22bug+localization%22++OR++%22concept+location%22++OR++%22feature+location%22++OR++%22concern+location%22++OR++%22code+search%22+++)%22&ots=2rvq1Qwzvw&sig=ZiV1tqC-Jix_kcx82ctjxVTXQxQ","https://scholar.google.com/scholar?cites=11864133415170781565&as_sdt=2005&sciodt=0,5&hl=en",185,"2018-11-02","BOOK","","","",,,,,615,32.37,615,1,19
0,"SB Marston","Intimate collisions: Identity, community, and place in the Kansas dirt-track auto racing sphere",2016,"","search.proquest.com","http://search.proquest.com/openview/273b7d3c53d2e906c0ed074cfbdc13fe/1?pq-origsite=gscholar&cbl=18750&diss=y","",186,"2018-11-02","","","","",,,,,0,0.00,0,1,2
6,"Y Li","Semantic image similarity based on deep knowledge for effective image retrieval",2014,"","repository.hkbu.edu.hk","https://repository.hkbu.edu.hk/etd_oa/99/","https://scholar.google.com/scholar?cites=679979799080118066&as_sdt=2005&sciodt=0,5&hl=en",187,"2018-11-02","","","","",,,,,6,1.50,6,1,4
90,"PJ Kalbfleisch","Personal mediated communication and the concept of community in theory and practice",2004,"Communication yearbook 28","taylorfrancis.com","https://www.taylorfrancis.com/books/e/9781135608811/chapters/10.4324%2F9781410610690-16","https://scholar.google.com/scholar?cites=10445710399788856784&as_sdt=2005&sciodt=0,5&hl=en",188,"2018-11-02","","","","",,,,,90,6.43,90,1,14
3,"M Ramlagan","(Re) Placing Nation: Postcolonial Women's Contestations of Spatial Discourse",2011,"","scholarlyrepository.miami.edu","https://scholarlyrepository.miami.edu/oa_dissertations/596/","https://scholar.google.com/scholar?cites=12817836103584363694&as_sdt=2005&sciodt=0,5&hl=en",189,"2018-11-02","","","","",,,,,3,0.43,3,1,7
77,"H Lindahl","Fault lines of globalization: Legal order and the politics of a-legality",2013,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=Td_iAAAAQBAJ&oi=fnd&pg=PP1&dq=%22(%22query+reformulation%22+)+++AND+++(++%22bug+localization%22++OR++%22concept+location%22++OR++%22feature+location%22++OR++%22concern+location%22++OR++%22code+search%22+++)%22&ots=0aAT_w7r-X&sig=JdGFdzrIpWQ_xLimvj-F6ZEL-yg","https://scholar.google.com/scholar?cites=9059678283781663829&as_sdt=2005&sciodt=0,5&hl=en",190,"2018-11-02","BOOK","","","",,,,,77,15.40,77,1,5
47,"W Dissanayake","Globalization and the experience of culture: The resilience of nationhood",2006,"Globalization, cultural identities, and media …","books.google.com","https://books.google.com/books?hl=en&lr=&id=GWyF18r-tR4C&oi=fnd&pg=PA25&dq=%22(%22query+reformulation%22+)+++AND+++(++%22bug+localization%22++OR++%22concept+location%22++OR++%22feature+location%22++OR++%22concern+location%22++OR++%22code+search%22+++)%22&ots=cA3vZhOjye&sig=lxDnYlkTrNRQa0mR7mcPhLKb5rc","https://scholar.google.com/scholar?cites=2118285885616824936&as_sdt=2005&sciodt=0,5&hl=en",191,"2018-11-02","","","","",,,,,47,3.92,47,1,12
2,"P Kesseli","Loop Analysis and Transformation towards STL Algorithms",2010,"","eprints.hsr.ch","https://eprints.hsr.ch/287/","https://scholar.google.com/scholar?cites=14353375769637516035&as_sdt=2005&sciodt=0,5&hl=en",192,"2018-11-02","","","","",,,,,2,0.25,2,1,8
5,"CM Colomb","Staging urban change, reimaging the city: The politics of place marketing in the'New Berlin'(1989-2004)",2008,"","search.proquest.com","http://search.proquest.com/openview/2bd6b045a6a3b1c859f3bfa73cf75ab0/1?pq-origsite=gscholar&cbl=2026366&diss=y","https://scholar.google.com/scholar?cites=13599418215092901139&as_sdt=2005&sciodt=0,5&hl=en",193,"2018-11-02","BOOK","","","",,,,,5,0.50,5,1,10
1,"R Hayek","Data Localization and Summarization Techniques in P2P Systems",2009,"","Citeseer","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.427.5361&rep=rep1&type=pdf","https://scholar.google.com/scholar?cites=5288046674891813001&as_sdt=2005&sciodt=0,5&hl=en",194,"2018-11-02","PDF","","","",,,,,1,0.11,1,1,9
27,"G Bleser","Towards visual-inertial slam for mobile augmented reality",2009,"","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/b681/2120455cb716ff1b5c3f29efaa16353636e3.pdf","https://scholar.google.com/scholar?cites=7753642598737058384&as_sdt=2005&sciodt=0,5&hl=en",195,"2018-11-02","BOOK","","","",,,,,27,3.00,27,1,9
775,"D Harvey","Cosmopolitanism and the Geographies of Freedom",2009,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=QIYULAfbAcUC&oi=fnd&pg=PP8&dq=%22(%22query+reformulation%22+)+++AND+++(++%22bug+localization%22++OR++%22concept+location%22++OR++%22feature+location%22++OR++%22concern+location%22++OR++%22code+search%22+++)%22&ots=LeFeu357MZ&sig=q-xt7NW3-lsGtemFC-DCqjBgbRM","https://scholar.google.com/scholar?cites=2274029926290946623&as_sdt=2005&sciodt=0,5&hl=en",196,"2018-11-02","BOOK","","","",,,,,775,86.11,775,1,9
5,"MC Jones","Remix and reuse of source code in software production",2011,"","ideals.illinois.edu","http://www.ideals.illinois.edu/handle/2142/18255","https://scholar.google.com/scholar?cites=15348952244940072589&as_sdt=2005&sciodt=0,5&hl=en",197,"2018-11-02","","","","",,,,,5,0.71,5,1,7
0,"LS Passos","Spectrum-Based Fault Diagnosis in Multi-Agent Systems",2015,"","repositorio-aberto.up.pt","https://repositorio-aberto.up.pt/bitstream/10216/81978/2/37705.pdf","",198,"2018-11-02","PDF","","","",,,,,0,0.00,0,1,3
18,"EY Chang","Foundations of large-scale multimedia information management and retrieval: mathematics of perception",2011,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=paxa5CsNtnwC&oi=fnd&pg=PR4&dq=%22(%22query+reformulation%22+)+++AND+++(++%22bug+localization%22++OR++%22concept+location%22++OR++%22feature+location%22++OR++%22concern+location%22++OR++%22code+search%22+++)%22&ots=p5hIMT1Ql2&sig=buqQK4rFqsM-X-PFzYo0ayGuHWQ","https://scholar.google.com/scholar?cites=13778944310748986265&as_sdt=2005&sciodt=0,5&hl=en",199,"2018-11-02","BOOK","","","",,,,,18,2.57,18,1,7
2,"E De Quincey, P Kostkova, D Farrell","Visualising web server logs for a Web 1.0 audience using Web 2.0 technologies: eliciting attributes for recommendation and profiling systems",2009,"… and Personalization for Web …","academia.edu","http://www.academia.edu/download/30688829/Dattolo-apweb2009.pdf#page=79","https://scholar.google.com/scholar?cites=3114553013295347246&as_sdt=2005&sciodt=0,5&hl=en",200,"2018-11-02","PDF","","","",,,,,2,0.22,1,3,9
