Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
3,"Y Ke","An automated approach to program repair with semantic code search",2015,"","lib.dr.iastate.edu","https://lib.dr.iastate.edu/etd/14813/","https://scholar.google.com/scholar?cites=572972375945860378&as_sdt=2005&sciodt=0,5&hl=en",82,"2018-11-02","","","","",,,,,3,1.00,3,1,3
101,"E Graham","Between a rock and a hard place: Public theology in a post-secular age",2013,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=RnCv7Y7oxJ0C&oi=fnd&pg=PR1&dq=%22(%22query+reformulation%22+)+++AND+++(++%22bug+localization%22++OR++%22concept+location%22++OR++%22feature+location%22++OR++%22concern+location%22++OR++%22code+search%22+++)%22&ots=q3Fungxa-y&sig=6U5DYcbgh1MZ0LvjCo2Jsk5QoJg","https://scholar.google.com/scholar?cites=16607959715200504012&as_sdt=2005&sciodt=0,5&hl=en",83,"2018-11-02","BOOK","","","",,,,,101,20.20,101,1,5
165,"WE Wong, R Gao, Y Li, R Abreu…","A survey on software fault localization",2016,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7390282/","https://scholar.google.com/scholar?cites=517074276150213009&as_sdt=2005&sciodt=0,5&hl=en",84,"2018-11-02","","","","",,,,,165,82.50,33,5,2
8,"M Unterkalmsteiner, T Gorschek, R Feldt…","Large-scale information retrieval in software engineering-an experience report from industrial application",2016,"Empirical Software …","Springer","https://link.springer.com/article/10.1007/s10664-015-9410-8","https://scholar.google.com/scholar?cites=15849834178571997594&as_sdt=2005&sciodt=0,5&hl=en",85,"2018-11-02","","","","",,,,,8,4.00,2,4,2
0,"F Asadi","A heuristic-based approach to locate concepts in execution traces",2010,"","publications.polymtl.ca","https://publications.polymtl.ca/337/","",86,"2018-11-02","","","","",,,,,0,0.00,0,1,8
24,"K Guenther","Making their place: Feminism after socialism in Eastern Germany",2010,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=Z0_1PobCR5sC&oi=fnd&pg=PR5&dq=%22(%22query+reformulation%22+)+++AND+++(++%22bug+localization%22++OR++%22concept+location%22++OR++%22feature+location%22++OR++%22concern+location%22++OR++%22code+search%22+++)%22&ots=-3hOetyYls&sig=w6-QZHayrMuRUx9aCVUf3R0-DkI","https://scholar.google.com/scholar?cites=10082640074555624057&as_sdt=2005&sciodt=0,5&hl=en",87,"2018-11-02","BOOK","","","",,,,,24,3.00,24,1,8
89,"DM Smith","Moral progress in human geography: transcending the place of good fortune",2000,"Progress in Human Geography","journals.sagepub.com","http://journals.sagepub.com/doi/abs/10.1191/030913200671792325","https://scholar.google.com/scholar?cites=9639141868507990519&as_sdt=2005&sciodt=0,5&hl=en",88,"2018-11-02","","","","",,,,,89,4.94,89,1,18
53,"P McMinn, M Shahbaz…","Search-based test input generation for string data types using the results of web queries",2012,"… Testing, Verification and …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6200106/","https://scholar.google.com/scholar?cites=4998143129042647329&as_sdt=2005&sciodt=0,5&hl=en",89,"2018-11-02","","","","",,,,,53,8.83,18,3,6
0,"V Vinayakarao, R Purandare","Code variants and their retrieval using knowledge discovery based approaches",2018,"","repository.iiitd.edu.in","https://repository.iiitd.edu.in/jspui/handle/123456789/625","",90,"2018-11-02","","","","",,,,,0,0.00,0,2,1
36,"ST Dumais, KG Peltonen, A Gupta…","Context-based search, retrieval, and awareness",2008,"US Patent App. 11 …","Google Patents","https://patents.google.com/patent/US20080005067A1/en","https://scholar.google.com/scholar?cites=3249026761626752941&as_sdt=2005&sciodt=0,5&hl=en",91,"2018-11-02","","","","",,,,,36,3.60,9,4,10
141,"RA Beck Jr, DJ Bolender, JA Brown…","Eventful archaeology: the place of space in structural transformation",2007,"Current …","journals.uchicago.edu","https://www.journals.uchicago.edu/doi/abs/10.1086/520974","https://scholar.google.com/scholar?cites=2820284534649172850&as_sdt=2005&sciodt=0,5&hl=en",92,"2018-11-02","","","","",,,,,141,12.82,35,4,11
9,"SP Reiss, Y Miao, Q Xin","Seeking the user interface",2018,"Automated Software Engineering","Springer","https://link.springer.com/article/10.1007/s10515-017-0216-3","https://scholar.google.com/scholar?cites=13512439691237839824&as_sdt=2005&sciodt=0,5&hl=en",93,"2018-11-02","","","","",,,,,9,9.00,3,3,1
0,"S Earnest","Constructions of place, culture, and identity in historic preservation: A case study of Hickory Ground, Alabama",2009,"","search.proquest.com","http://search.proquest.com/openview/7c916fb7e96977d643175e58ce36d817/1?pq-origsite=gscholar&cbl=18750&diss=y","",94,"2018-11-02","BOOK","","","",,,,,0,0.00,0,1,9
539,"C Brumann","Writing for culture: Why a successful concept should not be discarded",1999,"Current anthropology","journals.uchicago.edu","https://www.journals.uchicago.edu/doi/abs/10.1086/200058","https://scholar.google.com/scholar?cites=7001809089296470853&as_sdt=2005&sciodt=0,5&hl=en",95,"2018-11-02","","","","",,,,,539,28.37,539,1,19
154,"PF Carspecken","Critical ethnographies from Houston: Distinctive features and directions",2001,"Critical ethnography and education","emeraldinsight.com","https://www.emeraldinsight.com/doi/abs/10.1016/S1529-210X(01)80003-6","https://scholar.google.com/scholar?cites=3897392463696354906&as_sdt=2005&sciodt=0,5&hl=en",96,"2018-11-02","","","","",,,,,154,9.06,154,1,17
0,"R Sims","The Tourist G (r) aze: Understanding place and identity through holiday food and drink",2008,"","eprints.lancs.ac.uk","http://eprints.lancs.ac.uk/54125/1/THESIS_version_2.pdf","",97,"2018-11-02","PDF","","","",,,,,0,0.00,0,1,10
182,"J Barker","Sovereignty matters: Locations of contestation and possibility in indigenous struggles for self-determination",2005,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=nHp7-BTy57MC&oi=fnd&pg=PR1&dq=%22(%22query+reformulation%22+)+++AND+++(++%22bug+localization%22++OR++%22concept+location%22++OR++%22feature+location%22++OR++%22concern+location%22++OR++%22code+search%22+++)%22&ots=0If4SzjqZr&sig=FHo6YsdaGM45kb9_hlrICp6Mars","https://scholar.google.com/scholar?cites=14271022709738681439&as_sdt=2005&sciodt=0,5&hl=en",98,"2018-11-02","BOOK","","","",,,,,182,14.00,182,1,13
0,"D Burley","Land Loss: Attachment, Place and Identity in Coastal Louisiana",2006,"","scholarworks.uno.edu","http://scholarworks.uno.edu/cgi/viewcontent.cgi?article=1482&context=td","",99,"2018-11-02","PDF","","","",,,,,0,0.00,0,1,12
0,"PW Stanfield","An Exploration of Place-Based TESOL",2012,"","ore.exeter.ac.uk","https://ore.exeter.ac.uk/repository/handle/10036/4185","",100,"2018-11-02","","","","",,,,,0,0.00,0,1,6
0,"S Gupta, SK Gupta","SUMMARIZATION OF SOFTWARE ARTIFACTS: A",,"aircconline.com","","http://aircconline.com/ijcsit/V9N5/9517ijcsit12.pdf","",101,"2018-11-02","PDF","","","",,,,,0,0.00,0,2,
11,"X Xia, D Lo","An effective change recommendation approach for supplementary bug fixes",2017,"Automated Software Engineering","Springer","https://link.springer.com/article/10.1007/s10515-016-0204-z","https://scholar.google.com/scholar?cites=9824055153264803681&as_sdt=2005&sciodt=0,5&hl=en",102,"2018-11-02","","","","",,,,,11,11.00,6,2,1
64,"A Mirsepassi, A Basu, FS Weaver","Localizing knowledge in a globalizing world: Recasting the area studies debate",2003,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=6HlwCfvGJvEC&oi=fnd&pg=PR7&dq=%22(%22query+reformulation%22+)+++AND+++(++%22bug+localization%22++OR++%22concept+location%22++OR++%22feature+location%22++OR++%22concern+location%22++OR++%22code+search%22+++)%22&ots=WSzGttlIf2&sig=R0A5TZwwYtRGdTbGSWc9mXQk0DM","https://scholar.google.com/scholar?cites=8870996954663590059&as_sdt=2005&sciodt=0,5&hl=en",103,"2018-11-02","BOOK","","","",,,,,64,4.27,21,3,15
2,"MB Hackler, AJ Adipurwawidjana","On and Off the Page: Mapping Place in Text and Culture",2009,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=xwQZBwAAQBAJ&oi=fnd&pg=PR5&dq=%22(%22query+reformulation%22+)+++AND+++(++%22bug+localization%22++OR++%22concept+location%22++OR++%22feature+location%22++OR++%22concern+location%22++OR++%22code+search%22+++)%22&ots=-EoedEj9c0&sig=pIaphop0sWj9AaMM4hab9IvcKB4","https://scholar.google.com/scholar?cites=12055553792899068668&as_sdt=2005&sciodt=0,5&hl=en",104,"2018-11-02","BOOK","","","",,,,,2,0.22,1,2,9
75,"C Parnin, S Rugaber","Resumption strategies for interrupted programming tasks",2011,"Software Quality Journal","Springer","https://link.springer.com/article/10.1007/s11219-010-9104-9","https://scholar.google.com/scholar?cites=2687787989475664873&as_sdt=2005&sciodt=0,5&hl=en",105,"2018-11-02","","","","",,,,,75,10.71,38,2,7
12,"ML Pupilli","Particle filtering for real-time camera localisation",2006,"","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/d91e/c68d4639913622a04fa1203d42b2838048bf.pdf","https://scholar.google.com/scholar?cites=926221182558632&as_sdt=2005&sciodt=0,5&hl=en",106,"2018-11-02","PDF","","","",,,,,12,1.00,12,1,12
243,"MR Richardson, RJ Ragno","… upon continuously-evolving search query that is based at least in part upon phrase suggestion, search engine uses previous result sets performing additional search …",2008,"US Patent 7,461,059","Google Patents","https://patents.google.com/patent/US7461059B2/en","https://scholar.google.com/scholar?cites=13406184773899196489&as_sdt=2005&sciodt=0,5&hl=en",107,"2018-11-02","","","","",,,,,243,24.30,122,2,10
15,"M Krishnan","Contemporary African literature in English: Global locations, postcolonial identifications",2014,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=_wfeCgAAQBAJ&oi=fnd&pg=PP1&dq=%22(%22query+reformulation%22+)+++AND+++(++%22bug+localization%22++OR++%22concept+location%22++OR++%22feature+location%22++OR++%22concern+location%22++OR++%22code+search%22+++)%22&ots=ImoEfRbsDC&sig=wcdmmJl73WoAK2wcr4bgGaPxXZ8","https://scholar.google.com/scholar?cites=10544887187961341201&as_sdt=2005&sciodt=0,5&hl=en",108,"2018-11-02","BOOK","","","",,,,,15,3.75,15,1,4
9,"J Jonker","The Silence of the Dead: Ethical and Juridical Significances of the Exhumations at Prestwich Place, Cape Town, 2003-2005",2014,"","open.uct.ac.za","http://open.uct.ac.za/handle/11427/4675","https://scholar.google.com/scholar?cites=8922310376339927113&as_sdt=2005&sciodt=0,5&hl=en",109,"2018-11-02","","","","",,,,,9,2.25,9,1,4
0,"CT Kilgore","Familiar Places in Global Spaces: Networking and Place-making of American English Teachers in Sanlitun, Beijing",2011,"","rave.ohiolink.edu","http://rave.ohiolink.edu/etdc/view?acc_num=ohiou1308074052","",110,"2018-11-02","","","","",,,,,0,0.00,0,1,7
0,"SA Deringer","Mindful Place-based Education",2016,"","research.libraries.wsu.edu","https://research.libraries.wsu.edu:8443/xmlui/handle/2376/12104","",111,"2018-11-02","","","","",,,,,0,0.00,0,1,2
0,"SA Deringer","Mindful Place-based Education: Incorporating Mindfulness as a Tool for Place-based Educators",2016,"","research.libraries.wsu.edu","https://research.libraries.wsu.edu/xmlui/bitstream/handle/2376/12104/Deringer_wsu_0251E_11622.pdf?sequence=1&isAllowed=y","",112,"2018-11-02","BOOK","","","",,,,,0,0.00,0,1,2
0,"AG Cole","Adolescent geographies in the classroom: Interactions with place-and community-based education",2010,"","digitalrepository.unm.edu","http://digitalrepository.unm.edu/educ_llss_etds/8/","",113,"2018-11-02","","","","",,,,,0,0.00,0,1,8
284,"D Reiner, JM Miller, DC Wheat","Apparatus and method for decomposing database queries for database management system including multiprocessor digital data processing system",2001,"US Patent 6,289,334","Google Patents","https://patents.google.com/patent/US6289334B1/en","https://scholar.google.com/scholar?cites=7498425662688303338&as_sdt=2005&sciodt=0,5&hl=en",114,"2018-11-02","","","","",,,,,284,16.71,95,3,17
0,"AG andJames Ferguson","Discipline and Practice:“The Field” as Site, Method, and Location in Anthropology",,"uio.no","","https://www.uio.no/studier/emner/sv/sai/SOSANT1050/h16/pensumliste/gupta_ferguson_disciplin.pdf","",115,"2018-11-02","PDF","","","",,,,,0,0.00,0,1,
1,"JP Reinhalter","Intentional Communities: Place-Based Articulations of Social Critique",2014,"","scholarspace.manoa.hawaii.edu","https://scholarspace.manoa.hawaii.edu/handle/10125/101131","https://scholar.google.com/scholar?cites=8304924884157390653&as_sdt=2005&sciodt=0,5&hl=en",116,"2018-11-02","","","","",,,,,1,0.25,1,1,4
0,"LIS Team","Logical Information Systems",,"irisa.fr","","http://www.irisa.fr/LIS/common/documents/ra2008.pdf","",117,"2018-11-02","PDF","","","",,,,,0,0.00,0,1,
0,"SN Maher, T Lynch, D Wall, OA Weltzien","Thinking Continental: Writing the Planet One Place at a Time",2017,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=02c6DwAAQBAJ&oi=fnd&pg=PR11&dq=%22(%22query+reformulation%22+)+++AND+++(++%22bug+localization%22++OR++%22concept+location%22++OR++%22feature+location%22++OR++%22concern+location%22++OR++%22code+search%22+++)%22&ots=GcpkQ1DC-V&sig=rwhi5LTWNaWS4FWzR1NinQbW6zw","",118,"2018-11-02","BOOK","","","",,,,,0,0.00,0,4,1
550,"G Matthews, DR Davies, RB Stammers, SJ Westerman","Human performance: Cognition, stress, and individual differences",2000,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=0XrpulSM1HUC&oi=fnd&pg=PR11&dq=%22(%22query+reformulation%22+)+++AND+++(++%22bug+localization%22++OR++%22concept+location%22++OR++%22feature+location%22++OR++%22concern+location%22++OR++%22code+search%22+++)%22&ots=wbq5-R2ykh&sig=jDXSyF0YM0-XPqCFkmqSxEguByw","https://scholar.google.com/scholar?cites=10466816859685705360&as_sdt=2005&sciodt=0,5&hl=en",119,"2018-11-02","BOOK","","","",,,,,550,30.56,138,4,18
137,"D Spinellis","Code quality: the open source perspective",2006,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=vEN-ckcdtCwC&oi=fnd&pg=PA1&dq=%22(%22query+reformulation%22+)+++AND+++(++%22bug+localization%22++OR++%22concept+location%22++OR++%22feature+location%22++OR++%22concern+location%22++OR++%22code+search%22+++)%22&ots=sI3k8a4NwF&sig=TTndm7xRD0Q4IV0qKqukKsGZ6z4","https://scholar.google.com/scholar?cites=8844630730275883066&as_sdt=2005&sciodt=0,5&hl=en",120,"2018-11-02","BOOK","","","",,,,,137,11.42,137,1,12
2779,"B Misztal","Trust in modern societies: The search for the bases of social order",2013,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=zfIdAAAAQBAJ&oi=fnd&pg=PT6&dq=%22(%22query+reformulation%22+)+++AND+++(++%22bug+localization%22++OR++%22concept+location%22++OR++%22feature+location%22++OR++%22concern+location%22++OR++%22code+search%22+++)%22&ots=me4LYPbjHF&sig=g0l1iO62laHzbPvB5ZcxsnvFYlo","https://scholar.google.com/scholar?cites=8846422239472678702&as_sdt=2005&sciodt=0,5&hl=en",121,"2018-11-02","BOOK","","","",,,,,2779,555.80,2779,1,5
77,"MR Richardson, RJ Ragno","Dynamic client interaction for search",2013,"US Patent 8,554,755","Google Patents","https://patents.google.com/patent/US8554755B2/en","https://scholar.google.com/scholar?cites=11317081532899480699&as_sdt=2005&sciodt=0,5&hl=en",122,"2018-11-02","","","","",,,,,77,15.40,39,2,5
1457,"PCK Hung, VSY Cheng","Privacy",2009,"Encyclopedia of Database Systems","Springer","https://link.springer.com/content/pdf/10.1007/978-0-387-39940-9_274.pdf","https://scholar.google.com/scholar?cites=16770818869570180181&as_sdt=2005&sciodt=0,5&hl=en",123,"2018-11-02","","","","",,,,,1457,161.89,729,2,9
1,"REG Valencia","How Software Developers Solve Problems by Searching for Source Code on the Web: Studies on Judgments in Evaluation of Results and Information Use",2012,"","search.proquest.com","http://search.proquest.com/openview/4a2432da4cd7a6458881bd3985391616/1?pq-origsite=gscholar&cbl=18750&diss=y","https://scholar.google.com/scholar?cites=11777931106467865050&as_sdt=2005&sciodt=0,5&hl=en",124,"2018-11-02","BOOK","","","",,,,,1,0.17,1,1,6
0,"Z Arshad","Automated Debugging and Bug Fixing Solutions: A Systematic Literature Review and Classification",2013,"","diva-portal.org","http://www.diva-portal.org/smash/record.jsf?pid=diva2:830404","",125,"2018-11-02","","","","",,,,,0,0.00,0,1,5
0,"IJP Katoen","Jan Scherer",2010,"","Twente University","","",126,"2018-11-02","CITATION","","","",,,,,0,0.00,0,1,8
20,"M Khoo, C Hall","What would 'google'do? users' mental models of a digital library search engine",2012,"International Conference on Theory and Practice of …","Springer","https://link.springer.com/chapter/10.1007/978-3-642-33290-6_1","https://scholar.google.com/scholar?cites=9018708981796040905&as_sdt=2005&sciodt=0,5&hl=en",127,"2018-11-02","","","","",,,,,20,3.33,10,2,6
0,"M Gandelsman","Raymond and Beverly Sackler Faculty of Exact Science The Blavatnik School of Computer Science Tiesto-Source Code and Binary Preserving Unit-Tests …",2011,"","cs.tau.ac.il","http://www.cs.tau.ac.il/thesis/thesis/Gandelsman.Mille-MSc.pdf","",128,"2018-11-02","PDF","","","",,,,,0,0.00,0,1,7
0,"T Melnechuk","each one of us contains a set Of persons each will be: Oh, how I wish my own next self Would take the place of me!",2007,"… Thinking, Artificial Intelligence, and the Future of …","books.google.com","https://books.google.com/books?hl=en&lr=&id=OqbMnWDKIJ4C&oi=fnd&pg=PA298&dq=%22(%22query+reformulation%22+)+++AND+++(++%22bug+localization%22++OR++%22concept+location%22++OR++%22feature+location%22++OR++%22concern+location%22++OR++%22code+search%22+++)%22&ots=uEF6UxNdVq&sig=cuu3UClmLkUqAtIM9fnDbWvsCRU","",129,"2018-11-02","","","","",,,,,0,0.00,0,1,11
206,"HC Plotkin","The imagined world made real: Towards a natural science of culture",2003,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=r0IheZQAGHQC&oi=fnd&pg=PR9&dq=%22(%22query+reformulation%22+)+++AND+++(++%22bug+localization%22++OR++%22concept+location%22++OR++%22feature+location%22++OR++%22concern+location%22++OR++%22code+search%22+++)%22&ots=Aq3JdA8s05&sig=SJzT2t42SwcJzJqzQbd5lsiBNKk","https://scholar.google.com/scholar?cites=5560069253780192175&as_sdt=2005&sciodt=0,5&hl=en",130,"2018-11-02","BOOK","","","",,,,,206,13.73,206,1,15
0,"S Mirghasemi","Querypoint Debugging (Semi-Automated Inspection of Buggy Execution)",2012,"","infoscience.epfl.ch","https://infoscience.epfl.ch/record/181543/files/EPFL_TH5533.pdf","",131,"2018-11-02","PDF","","","",,,,,0,0.00,0,1,6
1,"G Carrozza","Software faults Diagnosis in Complex, OTS-based, critical systems",2008,"","fedoa.unina.it","http://www.fedoa.unina.it/3321/1/GabriellaCarrozzaIngInfXXI.pdf","https://scholar.google.com/scholar?cites=3785068488178312791&as_sdt=2005&sciodt=0,5&hl=en",132,"2018-11-02","PDF","","","",,,,,1,0.10,1,1,10
87,"P Pyreddy, WB Croft","Systems and methods for retrieving tabular data from textual sources",1999,"US Patent 5,950,196","Google Patents","https://patents.google.com/patent/US5950196A/en","https://scholar.google.com/scholar?cites=4258551784483285184&as_sdt=2005&sciodt=0,5&hl=en",133,"2018-11-02","","","","",,,,,87,4.58,44,2,19
244,"AH Caron, L Caronia","Moving cultures: Mobile communication in everyday life",2007,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=jSbVjC3OA94C&oi=fnd&pg=PR5&dq=%22(%22query+reformulation%22+)+++AND+++(++%22bug+localization%22++OR++%22concept+location%22++OR++%22feature+location%22++OR++%22concern+location%22++OR++%22code+search%22+++)%22&ots=qqMo-_AFJ5&sig=K_BE6h3pJgJ1HtNI8BXfJP_NNeM","https://scholar.google.com/scholar?cites=18237064100002616553&as_sdt=2005&sciodt=0,5&hl=en",134,"2018-11-02","BOOK","","","",,,,,244,22.18,122,2,11
306,"J Park, S Ram","Information systems interoperability: What lies beneath?",2004,"ACM Transactions on Information Systems (TOIS)","dl.acm.org","https://dl.acm.org/citation.cfm?id=1028103","https://scholar.google.com/scholar?cites=1995989703618881183&as_sdt=2005&sciodt=0,5&hl=en",135,"2018-11-02","","","","",,,,,306,21.86,153,2,14
95,"KA McHugh","American domesticity: from how-to manual to Hollywood melodrama",1999,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=51vnCwAAQBAJ&oi=fnd&pg=PR9&dq=%22(%22query+reformulation%22+)+++AND+++(++%22bug+localization%22++OR++%22concept+location%22++OR++%22feature+location%22++OR++%22concern+location%22++OR++%22code+search%22+++)%22&ots=vHO_GonUp8&sig=sD1EJomf1HR4IE0ptPXKFsXSYrU","https://scholar.google.com/scholar?cites=12098433498101293840&as_sdt=2005&sciodt=0,5&hl=en",136,"2018-11-02","BOOK","","","",,,,,95,5.00,95,1,19
0,"S Shekhar, H Xiong","Distributed Localization",2008,"Encyclopedia of GIS","Springer","https://link.springer.com/content/pdf/10.1007/978-0-387-35973-1_319.pdf","",137,"2018-11-02","","","","",,,,,0,0.00,0,2,10
5,"L Jain, H Kumar, RK Singla","Improved fuzzy rule promotion-based localized crop knowledge dissemination system for farmers of Punjab (India) using mobile phone technology",2016,"Cybernetics and Systems","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/01969722.2016.1206769","https://scholar.google.com/scholar?cites=3169382337337960836&as_sdt=2005&sciodt=0,5&hl=en",138,"2018-11-02","","","","",,,,,5,2.50,2,3,2
1,"M Whiteford","Homelessness and citizenship: exploring the meaning and negotiation of place, space and geography for rough sleepers.",2010,"","eprints.bournemouth.ac.uk","http://eprints.bournemouth.ac.uk/15866/","https://scholar.google.com/scholar?cites=6268154157653737821&as_sdt=2005&sciodt=0,5&hl=en",139,"2018-11-02","","","","",,,,,1,0.13,1,1,8
58,"B Leuf","The semantic web: crafting infrastructure for agency",2006,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=uLmd-219bVsC&oi=fnd&pg=PR7&dq=%22(%22query+reformulation%22+)+++AND+++(++%22bug+localization%22++OR++%22concept+location%22++OR++%22feature+location%22++OR++%22concern+location%22++OR++%22code+search%22+++)%22&ots=a-AmznWkFo&sig=bGdRtpte7rHS_efJrH71gK63MHM","https://scholar.google.com/scholar?cites=10486986788472114843&as_sdt=2005&sciodt=0,5&hl=en",140,"2018-11-02","BOOK","","","",,,,,58,4.83,58,1,12
0,"ND Peters","Spoken from this Urban Place, from These Dark Lips: Using Space, Place and Poetry to Investigate my Lived Experience as a Woman of African Descent in the New …",2014,"","yorkspace.library.yorku.ca","http://yorkspace.library.yorku.ca/xmlui/handle/10315/29856","",141,"2018-11-02","","","","",,,,,0,0.00,0,1,4
1,"A Fourney","Web Search, Web Tutorials & Software Applications: Characterizing and Supporting the Coordinated Use of Online Resources for Performing Work in Feature-Rich …",2015,"","uwspace.uwaterloo.ca","https://uwspace.uwaterloo.ca/handle/10012/9502","https://scholar.google.com/scholar?cites=7768272726009301949&as_sdt=2005&sciodt=0,5&hl=en",142,"2018-11-02","","","","",,,,,1,0.33,1,1,3
1,"EY Chang","Query Concept Learning",2011,"Foundations of Large-Scale Multimedia Information …","Springer","https://link.springer.com/chapter/10.1007/978-3-642-20429-6_3","https://scholar.google.com/scholar?cites=17333993049176548057&as_sdt=2005&sciodt=0,5&hl=en",143,"2018-11-02","","","","",,,,,1,0.14,1,1,7
0,"SK Dhillon, AS Sidhu","Data intensive computing for biodiversity",2013,"","Springer","https://link.springer.com/content/pdf/10.1007/978-3-642-38047-1.pdf","",144,"2018-11-02","BOOK","","","",,,,,0,0.00,0,2,5
78,"DA Manolescu, HJM Meijer, LJ Kern","Intent-aware search",2009,"US Patent App. 12/044,362","Google Patents","https://patents.google.com/patent/US20090228439A1/en","https://scholar.google.com/scholar?cites=6152978576841067167&as_sdt=2005&sciodt=0,5&hl=en",145,"2018-11-02","","","","",,,,,78,8.67,26,3,9
0,"G Stsenov","Mobiilsete otsinguülesannete mõõtmine Androidi platvormil",2011,"","dspace.ut.ee","http://dspace.ut.ee/handle/10062/32785","",146,"2018-11-02","","","","",,,,,0,0.00,0,1,7
0,"S Aljahdali","Relational peer to peer database management systems: A survey",2011,"Journal of Computational Methods in Sciences …","content.iospress.com","https://content.iospress.com/articles/journal-of-computational-methods-in-sciences-and-engineering/jcm00386","",147,"2018-11-02","","","","",,,,,0,0.00,0,1,7
0,"F Clancy","No place like home: trauma and the moral subject in contemporary Argentine cinema",2017,"","cora.ucc.ie","https://cora.ucc.ie/handle/10468/6820","",148,"2018-11-02","","","","",,,,,0,0.00,0,1,1
1,"E Jamin, V Montchev, K Pentchev","State of the art, concepts and specification for the “Early software architecture”",,"Khresmoi Public Deliverable D","academia.edu","http://www.academia.edu/download/28073204/khresmoid631.pdf","https://scholar.google.com/scholar?cites=795400989777860762&as_sdt=2005&sciodt=0,5&hl=en",149,"2018-11-02","PDF","","","",,,,,1,0.00,0,3,
12,"SS Mittra","Database performance tuning and optimization: Using Oracle",2002,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=NVHdV0pT8YYC&oi=fnd&pg=PR7&dq=%22(%22query+reformulation%22+)+++AND+++(++%22bug+localization%22++OR++%22concept+location%22++OR++%22feature+location%22++OR++%22concern+location%22++OR++%22code+search%22+++)%22&ots=Cg46GjVpQ9&sig=RsewC_70kp1wmvJfKZqp8_wnt08","https://scholar.google.com/scholar?cites=11830770486769469446&as_sdt=2005&sciodt=0,5&hl=en",150,"2018-11-02","BOOK","","","",,,,,12,0.75,12,1,16
0,"C Rasche","Computer Vision I",,"pdfs.semanticscholar.org","","https://pdfs.semanticscholar.org/a96b/e73b1e2594ac497986e177eccc31e17aef58.pdf","",151,"2018-11-02","PDF","","","",,,,,0,0.00,0,1,
0,"S Sasani","The Place of Culture in English Language Teaching: An Exploration of Non-native ESOL Teachers' Attitudes towards Intercultural Competence",2018,"","etheses.whiterose.ac.uk","http://etheses.whiterose.ac.uk/20958/","",152,"2018-11-02","","","","",,,,,0,0.00,0,1,1
14,"E Van Couvering","Search engine bias: the structuration of traffic on the World-Wide Web",2010,"","etheses.lse.ac.uk","http://etheses.lse.ac.uk/id/eprint/41","https://scholar.google.com/scholar?cites=5138752579178808368&as_sdt=2005&sciodt=0,5&hl=en",153,"2018-11-02","","","","",,,,,14,1.75,14,1,8
8,"X Yan","Mining, indexing and similarity search in large graph data sets",2006,"","ideals.illinois.edu","http://www.ideals.illinois.edu/handle/2142/11256","https://scholar.google.com/scholar?cites=17995886120544331646&as_sdt=2005&sciodt=0,5&hl=en",154,"2018-11-02","","","","",,,,,8,0.67,8,1,12
0,"AS Wheeler","With place love begins--: the philosophy of Luce Irigaray, the issue of dwelling, feminism and architecure",2005,"","eprints.nottingham.ac.uk","http://eprints.nottingham.ac.uk/11386/","",155,"2018-11-02","","","","",,,,,0,0.00,0,1,13
2,"H Ekbia, L Gasser","Common Ground: For a Sociology of Code",,"Submitted to Information Technology and People …","researchgate.net","https://www.researchgate.net/profile/Hamid_Ekbia/publication/265097883_Common_Ground_For_a_Sociology_of_Code/links/54f063360cf25f74d7265a92.pdf","https://scholar.google.com/scholar?cites=5745304817765669608&as_sdt=2005&sciodt=0,5&hl=en",156,"2018-11-02","PDF","","","",,,,,2,0.00,1,2,
1,"SD Klee","Interactive Language-Based Task Library Instruction and Management for Single and Multiple Robots",2015,"","reports-archive.adm.cs.cmu.edu","http://reports-archive.adm.cs.cmu.edu/anon/anon/usr/ftp/2015/CMU-CS-15-114.pdf","https://scholar.google.com/scholar?cites=12486384864437903701&as_sdt=2005&sciodt=0,5&hl=en",157,"2018-11-02","PDF","","","",,,,,1,0.33,1,1,3
